num,nombre,partido,eleccion,estado,camara,propietario,twitter,facebook,youtube,pagina_personal,twitter_avatar
538,"Escudero Morales Pablo","PVEM","Primera Minoría","Distrito Federal","S","PROPIETARIO","Pabloescuderom","Pablo-Escudero-Morales","","","http://pbs.twimg.com/profile_images/1994106249/Perfil_bigger.png"
539,"Fayad Meneses Omar","PRI","Mayoría Relativa","Hidalgo","S","PROPIETARIO","omarfayad","Omar-Fayad","omarfayadm","www.omarfayad.org.mx","http://pbs.twimg.com/profile_images/378800000474977942/1bb70e5a744b063c53af7c2a451d88e1_bigger.jpeg"
540,"Fernández Aguirre Braulio Manuel","PRI","Primera Minoría","Coahuila","S","PROPIETARIO","brauliomfdz","brauliomanuelfdz","","","http://pbs.twimg.com/profile_images/435485777745555458/Y2lkEDvg_bigger.jpeg"
541,"Flores Escalera Hilda Esthela","PRI","Representación Proporcional","","S","PROPIETARIO","HildaFloresE","HildaFloresE","HildaFloresE","www.hildaflores.org","http://pbs.twimg.com/profile_images/458360534329339904/wEQZDFM-_bigger.jpeg"
542,"Flores Ramírez Juan Gerardo","PVEM","Representación Proporcional","","S","PROPIETARIO","GerardoFloresR","","","","http://pbs.twimg.com/profile_images/2936910757/5231a1fb58f01745579aea6a73c66fc8_bigger.jpeg"
543,"Flores Sánchez Margarita","PRI","Mayoría Relativa","Nayarit","S","PROPIETARIO","","MargaritaFloresNayarit","PNMMARGARITA","",
544,"Gamboa Patrón Emilio Antonio","PRI","Representación Proporcional","","S","PROPIETARIO","Emilio_Gamboa_","EmilioGamboaPatron","","","http://pbs.twimg.com/profile_images/378800000695328168/77ecdbec30d9215638e2a73360ab4e22_bigger.jpeg"
545,"Gándara Camou Ernesto","PRI","Mayoría Relativa","Sonora","S","PROPIETARIO","EGandaraC","borregogandara","","www.ernestogandara.mx","http://pbs.twimg.com/profile_images/378800000776280100/f6a48889e3e7dff6417d94983b5eccff_bigger.jpeg"
546,"García Gómez Martha Elena","PAN","Primera Minoría","Nayarit","S","PROPIETARIO","MarthaElena_GG","pazytrabajo","marthaelena2011","","http://pbs.twimg.com/profile_images/438150737470570497/ftkIUhbX_bigger.jpeg"
547,"García Cabeza de Vaca Francisco Javier","PAN","Mayoría Relativa","Tamaulipas","S","PROPIETARIO","fgcabezadevaca","franciscogarciacabezadevaca","","","http://pbs.twimg.com/profile_images/428629003541282817/Jy3H8ENX_bigger.jpeg"
548,"Garza Galván Silvia Guadalupe","PAN","Mayoría Relativa","Coahuila","S","PROPIETARIO","silvia_garza","silvia.garza.547","","www.silviagarza.mx","http://pbs.twimg.com/profile_images/2941070311/01aa8d4051546734d63f073934d44068_bigger.jpeg"
549,"Gastélum Bajo Diva Hadamira","PRI","Representación Proporcional","","S","PROPIETARIO","divagastelum","DivaGastelum","","","http://pbs.twimg.com/profile_images/378800000679358061/781689292e39bc6758986389d50c17e9_bigger.png"
550,"Gil Zuarth Roberto","PAN","Representación Proporcional","","S","PROPIETARIO","rgilzuarth","Roberto-Gil-Zuarth","webmastergilz","www.robertogil.mx","http://pbs.twimg.com/profile_images/457258869794668544/9cyfgcjq_bigger.jpeg"
551,"Gómez González Arely","PRI","Representación Proporcional","","S","PROPIETARIO","SenArelyGomez","","","","http://pbs.twimg.com/profile_images/3640857663/a6d7dd9d70f1e4caef63fabbc07dd84c_bigger.jpeg"
552,"Gómez del Campo Gurza Mariana","PAN","Representación Proporcional","","S","PROPIETARIO","marianagc","marianagomezdelcampo","marianateescucha","www.marianagomezdelcampo.mx","http://pbs.twimg.com/profile_images/378800000387019807/267675f6a7284d1216b613228b985026_bigger.jpeg"
553,"González Canto Félix Arturo","PRI","Mayoría Relativa","Quintana Roo","S","PROPIETARIO","Felix_GonzalezC","FandeFelixGonzalezCanto","felixgonzalezcanto37","","http://pbs.twimg.com/profile_images/3000815753/aa230b8ac39c3134ba53f4f59f01b4e7_bigger.jpeg"
554,"González Cuevas Isaías","PRI","Mayoría Relativa","Baja California Sur","S","PROPIETARIO","Isaias_CROC","IsaiasCROC","","www.isaiasgonzalez.com",
555,"González Martínez Jorge Emilio","PVEM","Mayoría Relativa","Quintana Roo","S","PROPIETARIO","jorge_Emilio_G","jorgeemilio.gonzalezmartínez","","","http://pbs.twimg.com/profile_images/2262258849/fbjeg__1__bigger.jpg"
556,"Gracia Guzmán Raúl","PAN","Primera Minoría","Nuevo León","S","PROPIETARIO","rgraciag","RaulGraciaG","RaulGraciaG","www.raulgracia.mx","http://pbs.twimg.com/profile_images/2361676638/222504_5075801555_592756555_155924_5534_n_bigger.jpg"
557,"Guerra Castillo Marcela","PRI","Mayoría Relativa","Nuevo León","S","PROPIETARIO","MarcelaGuerraNL","MarcelaGuerra.perfil","marcelaguerratv","www.marcelaguerra.org","http://pbs.twimg.com/profile_images/1892773255/MARCEL_bigger.jpg"
558,"Guevara Espinoza Ana Gabriela","PT","Representación Proporcional","","S","PROPIETARIO","AnaGabrielaGue","","","","http://pbs.twimg.com/profile_images/2634606807/593d88d13186a9503181669278340239_bigger.png"
559,"Hermosillo y Celada Víctor","PAN","Mayoría Relativa","Baja California","S","PROPIETARIO","VHermosilloBC","","","www.ruffoyvictor.com","http://pbs.twimg.com/profile_images/440995478902042624/1twhgzRe_bigger.jpeg"
560,"Hernández Deras Ismael Alfredo","PRI","Mayoría Relativa","Durango","S","PROPIETARIO","hernandezderas","Ismael-Hernández-Deras","","","http://pbs.twimg.com/profile_images/2182320584/d_bigger.jpg"
561,"Hernández Lecona Lisbeth","PRI","Primera Minoría","Morelos","S","PROPIETARIO","LisbethLecona","lisbeth.hernandezlecona","lisbethsenadora","","http://pbs.twimg.com/profile_images/444217689821544448/w2Vn8v6t_bigger.jpeg"
562,"Herrera Ale Juana Leticia","PRI","Mayoría Relativa","Durango","S","PROPIETARIO","LetyHerreraSen","leticia.herreraale","LHADIPUTADADGO","","http://pbs.twimg.com/profile_images/459068283593826304/YeUQJDEY_bigger.jpeg"
563,"Herrera Anzaldo Ana Lilia","PRI","Mayoría Relativa","México","S","PROPIETARIO","analiliaherrera","analilia.herreraanzaldo","AnaLiliaSenadoraTV","www.analiliaherrerasenadora.mx","http://pbs.twimg.com/profile_images/445262956561842176/6SIBoFgq_bigger.jpeg"
564,"Herrera Ávila Fernando","PAN","Mayoría Relativa","Aguascalientes","S","PROPIETARIO","FHErHerreraA","Fernando-Herrera-Avila-Hombre-de-acciones-y-retos","FhernandoHerrera","","http://pbs.twimg.com/profile_images/378800000807567698/74d0371adb2717f5c1ad6564f486d538_bigger.jpeg"
565,"Irízar López Aarón","PRI","Mayoría Relativa","Sinaloa","S","PROPIETARIO","AaronIrizar","aaroniriazar","","www.aaroniriazar.mx","http://pbs.twimg.com/profile_images/3308660608/33edd1f11f835ea19175b4f50b590515_bigger.jpeg"
566,"Juárez Cisneros René","PRI","Primera Minoría","Guerrero","S","PROPIETARIO","juarezcisneros","renejuarezcisnerossenador","","","http://pbs.twimg.com/profile_images/2905419833/bb8f4740934fec3b7e8ae5572a3bae5d_bigger.jpeg"
567,"Larios Córdova Héctor","PAN","Representación Proporcional","","S","PROPIETARIO","larioshector","hector.larioscordova","","","http://pbs.twimg.com/profile_images/433707232086073344/yUg3wznf_bigger.jpeg"
568,"Lavalle Maury Jorge Luis","PAN","Primera Minoría","Campeche","S","PROPIETARIO","JLavalleMaury","JorgeLavalleMaury","JorgeLavalleMaury","www.jorgelavallemaury,com.mx","http://pbs.twimg.com/profile_images/458698376884649985/rXa10Zzd_bigger.jpeg"
569,"López Brito Francisco Salvador","PAN","Primera Minoría","Sinaloa","S","PROPIETARIO","LopezBrito_","LopezBritoSenador","","","http://pbs.twimg.com/profile_images/451498272008327171/HRz8h8pK_bigger.jpeg"
570,"López Hernández Adán Augusto","PRD","Mayoría Relativa","Tabasco","S","PROPIETARIO","adan_augusto","adanaugusto.lopezhernandez","","","http://pbs.twimg.com/profile_images/443296756210487296/2AmSSC5s_bigger.jpeg"
571,"Lozano Alarcón Javier","PAN","Primera Minoría","Puebla","S","PROPIETARIO","JLozanoA","JlozanoA","jlozanotv","","http://pbs.twimg.com/profile_images/457499083901374464/xmkMuq05_bigger.jpeg"
572,"Maria del Pilar Ortega Martínez","PAN","Representación Proporcional","","S","SUPLENTE","pilarortega","","","piliortegamtz.blogspot.com","http://pbs.twimg.com/profile_images/435627412609458177/A4uOIEih_bigger.jpeg"
573,"Martínez García Patricio","PRI","Mayoría Relativa","Chihuahua","S","PROPIETARIO","PatricioMtz2012","PatricioSenador","PatricioSenador","www.patriciosenador.com","http://pbs.twimg.com/profile_images/2359345649/urladcezix5vt5yss3wz_bigger.jpeg"
574,"Martínez Martínez José María","PAN","Primera Minoría","Jalisco","S","PROPIETARIO","ChemaMtzMtz","ChemaMtzMtz","josemaria2011gdl","","http://pbs.twimg.com/profile_images/378800000772895327/0b4900b1863c3ed686dcef83ad4d611b_bigger.jpeg"
575,"Mayans Canabal Fernando Enrique","PRD","Mayoría Relativa","Tabasco","S","PROPIETARIO","SenadorMayans","SenFernandoMayans","SenadorMayans","www.fernandomayans.mx","http://pbs.twimg.com/profile_images/378800000672234126/2b680394183df3d57a55630263798415_bigger.jpeg"
576,"Mayans Canabal Humberto Domingo","PVEM","Primera Minoría","Tabasco","S","PROPIETARIO","HMayansC","Humberto-Domingo-Mayans-Canabal","","www.humbertomayans.com",
577,"Melgar Bravo Luis Armando","PVEM","Mayoría Relativa","Chiapas","S","PROPIETARIO","LAMelgar","LuisArmandoMelga","","","http://pbs.twimg.com/profile_images/2238109960/Captura_de_pantalla_2012-05-21_a_las_10.32.31_bigger.png"
578,"Mendoza Davis Carlos","PAN","Primera Minoría","Baja California Sur","S","PROPIETARIO","cmendozadavis","mendozasenador","","www.mendozasenador.x","http://pbs.twimg.com/profile_images/458972504682278912/s0_zgLN7_bigger.jpeg"
579,"Mendoza Díaz Sonia","PAN","Mayoría Relativa","San Luis Potosí","S","PROPIETARIO","SoniaMendozaSLP","SoniaMendozaOficial","","www.soniamendoza.mx","http://pbs.twimg.com/profile_images/2528971439/images_1__bigger.jpg"
580,"Mendoza Mendoza Iris Vianey","PRD","Representación Proporcional","","S","PROPIETARIO","irismmendoza","Iris-Vianey-Mendoza-Mendoza","irismmendoza","","http://pbs.twimg.com/profile_images/1762832308/na791805z_bigger.jpg"
581,"Merodio Reza Lilia Guadalupe","PRI","Mayoría Relativa","Chihuahua","S","PROPIETARIO","LiliaMerodio","liliamerodioreza","","www.liliamerodio.com","http://pbs.twimg.com/profile_images/378800000856690896/mQN5nVRg_bigger.jpeg"
582,"Monreal Ávila David","PT","Primera Minoría","Zacatecas","S","PROPIETARIO","DavidMonrealA","DavidMonrealAvila","","www.davidmonreal.net","http://pbs.twimg.com/profile_images/2954848375/b0b8bdfa1252ac09d264d7406300e8af_bigger.jpeg"
583,"Morón Orozco Raúl","PRD","Primera Minoría","Michoacán","S","PROPIETARIO","raulmoronO","raulmoronorozco","raulmoronorozco","www.raulmoronorozco.com","http://pbs.twimg.com/profile_images/378800000596868219/945440de58615f0eab4d05e55f2cb1c8_bigger.jpeg"
584,"Neyra Chávez Armando","PRI","Representación Proporcional","","S","PROPIETARIO","","","","",
585,"Orihuela Bárcenas José Ascención","PRI","Mayoría Relativa","Michoacán","S","PROPIETARIO","ChonOrihuela","chonorihuelasenador","","","http://pbs.twimg.com/profile_images/2648561920/6455d0bdf3dd408421e54c00be46cc0a_bigger.jpeg"
586,"Orozco Sandoval Martín","PAN","Mayoría Relativa","Aguascalientes","S","PROPIETARIO","MartinOrozcoAgs","MartinOrozcoAgs","MartinOrozcoTV","","http://pbs.twimg.com/profile_images/378800000587660699/b8e3f8a2f2334c5666ecd6085d94effc_bigger.jpeg"
587,"Ortiz Domínguez Maki Esther","PAN","Mayoría Relativa","Tamaulipas","S","PROPIETARIO","MakiOrtizD","MakiOrtiz","","","http://pbs.twimg.com/profile_images/2427384726/8jpyoiuubta9vn7k6sw4_bigger.png"
588,"Ortiz González Graciela","PRI","Representación Proporcional","","S","PROPIETARIO","","","","",
589,"Padierna Luna María de los Dolores","PRD","Representación Proporcional","","S","PROPIETARIO","Dolores_PL","DoloresPadiernaOficial","DoloresPadiernaL","www.dolorespadierna.org","http://pbs.twimg.com/profile_images/431936272550989825/JOu0XT6X_bigger.jpeg"
590,"Palafox Gutiérrez Martha","PT","Mayoría Relativa","Tlaxcala","S","PROPIETARIO","SenadoraPalafox","martha.palafoxgutierrez","","","http://pbs.twimg.com/profile_images/378800000762685133/bae0a7916d77804bcd6e7441cf496136_bigger.jpeg"
591,"Pavlovich Arellano Claudia Artemiza","PRI","Mayoría Relativa","Sonora","S","PROPIETARIO","claudiapavlovic","ClaudiaPavlovich","","www.claudiapavlovich.mx","http://pbs.twimg.com/profile_images/445564578957520896/W4Ach3gO_bigger.jpeg"
592,"Pedraza Chávez Isidro","PRD","Primera Minoría","Hidalgo","S","PROPIETARIO","I_PedrazaChavez","","","","http://pbs.twimg.com/profile_images/378800000558440249/d037864f49cb033248d427a7b87e9d72_bigger.jpeg"
593,"Pedroza Gaitán César Octavio","PAN","Mayoría Relativa","San Luis Potosí","S","PROPIETARIO","octaviopedroza","octavio.pedroza","PedrozaOctavio","","http://pbs.twimg.com/profile_images/3531386230/407762e35a979ed103112899adb910e6_bigger.jpeg"
594,"Penchyna Grub David","PRI","Mayoría Relativa","Hidalgo","S","PROPIETARIO","davidpenchyna","DavidPenchyna","davidpenchyna","www.davidpenchyna.com","http://pbs.twimg.com/profile_images/415534756822933505/xw9tFtIW_bigger.jpeg"
595,"Pérez Magaña Eviel","PRI","Primera Minoría","Oaxaca","S","PROPIETARIO","EVIELPM","Eviel-Pérez-Magaña","EvielPerez","","http://pbs.twimg.com/profile_images/440740777753194496/1Vb5yZnu_bigger.png"
596,"Pineda Gochi María del Rocío","PRI","Mayoría Relativa","Michoacán","S","PROPIETARIO","RocioPinedaG","SenadoraRocioPineda","","","http://pbs.twimg.com/profile_images/378800000821976508/ddf7ceedd54970cb625d35661fe21cae_bigger.jpeg"
597,"Pozos Lanz Raúl Aarón","PRI","Mayoría Relativa","Campeche","S","PROPIETARIO","RaulPozosMx","RaulPozosMx","RaulPozosMx","","http://pbs.twimg.com/profile_images/420290640623071232/1rWjAIMa_bigger.jpeg"
598,"Preciado Rodríguez Jorge Luis","PAN","Primera Minoría","Colima","S","PROPIETARIO","JL_Preciado_","Jorge-Luis-Preciado","","","http://pbs.twimg.com/profile_images/378800000727576510/f4c3355bd0866ae5c6be499476ed94ef_bigger.jpeg"
599,"Puente Salas Carlos Alberto","PVEM","Mayoría Relativa","Zacatecas","S","PROPIETARIO","CarlosPuenteZAC","carlospuentezac","","","http://pbs.twimg.com/profile_images/1983189432/la_20foto_bigger.jpg"
600,"Ramírez Hernández Socorro Sofío","PRD","Mayoría Relativa","Guerrero","S","PROPIETARIO","Sofio_Ramirez","","","www.sofioramirez.com.mx","http://pbs.twimg.com/profile_images/435554486212251648/vWxBV_fh_bigger.jpeg"
601,"Ríos de la Mora Itzel Sarahí","PVEM","Mayoría Relativa","Colima","S","PROPIETARIO","SoyItzelRios","itzelrioscolima","itzelrioscolima","","http://pbs.twimg.com/profile_images/435891814705270784/vcQNTKpR_bigger.jpeg"
602,"Ríos Piter Armando","PRD","Mayoría Relativa","Guerrero","S","PROPIETARIO","RiosPiterJaguar","a.riospiter","RiosPiterVision","http://tvterritoriojaguar.mx/","http://pbs.twimg.com/profile_images/3596419736/71dd95dd8259813834a484b9c39f6fcf_bigger.jpeg"
603,"Robledo Aburto Zoe Alejandro","PRD","Primera Minoría","Chiapas","S","PROPIETARIO","zoerobledo","RobledoZoe","ZoeRobledo","http://zrobledo.blogspot.mx/","http://pbs.twimg.com/profile_images/458946373551808512/TfTszmMg_bigger.jpeg"
604,"Robles Montoya Ángel Benjamín","PRD","Mayoría Relativa","Oaxaca","S","PROPIETARIO","BenjaminRoblesM","BenjaminRoblesOaxaca","BenjaminRoblesMont","http://benjaminrobles.org/","http://pbs.twimg.com/profile_images/442037765253775360/XTgMZ3jc_bigger.jpeg"
605,"Rojas Hernández Laura Angélica","PAN","Representación Proporcional","","S","PROPIETARIO","Laura_Rojas_","LauraRojasMx","LauraRojasH","http://www.laurarojash.net/","http://pbs.twimg.com/profile_images/452220911031029760/rk8TfX-k_bigger.jpeg"
606,"Romero Celis Mely","PRI","Mayoría Relativa","Colima","S","PROPIETARIO","Mely_Romero","Mely-Romero","melyromerocelis","http://www.melyromero.mx/","http://pbs.twimg.com/profile_images/445286840690434048/GhaFLPUV_bigger.jpeg"
607,"Romero Deschamps Carlos Antonio","PRI","Representación Proporcional","","S","PROPIETARIO","","","","",
608,"Romero Hicks Juan Carlos","PAN","Mayoría Relativa","Guanajuato","S","PROPIETARIO","JC_RomeroHicks","juancarlosromerohicks","JCRomeroHicks","http://jcromerohicks.org/","http://pbs.twimg.com/profile_images/1723510275/jcrh_bigger.jpg"
609,"Romero Lainas Adolfo","PRD","Mayoría Relativa","Oaxaca","S","PROPIETARIO","adolforomeroPRD","AdolfoRomeroLainas","","","http://pbs.twimg.com/profile_images/378800000675274875/6970a17feaca80fd8e149f55a8ce4f78_bigger.jpeg"
610,"Romo Medina Miguel","PRI","Primera Minoría","Aguascalientes","S","PROPIETARIO","RomoMedina_","MiguelRomoMedina","MiguelRomoMedina","","http://pbs.twimg.com/profile_images/378800000833406025/a0bcdb4b0bdb17c5f6038c3573910e8a_bigger.jpeg"
611,"Rosas González Óscar Román","PRI","Mayoría Relativa","Campeche","S","PROPIETARIO","oscarrosasg","oscarrosasgonzalez","","","http://pbs.twimg.com/profile_images/2587111756/IMG01863-20120829-1103_bigger.jpg"
612,"Ruffo Appel Ernesto","PAN","Mayoría Relativa","Baja California","S","PROPIETARIO","RuffoAppel","RuffoAppel","","","http://pbs.twimg.com/profile_images/452195756330332160/GETpgF8-_bigger.jpeg"
613,"Salazar Fernández Luis Fernando","PAN","Mayoría Relativa","Coahuila","S","PROPIETARIO","SalazarLuisFer","SalazarLuisFernando","SalazarLuisFer","luisfernando.mx","http://pbs.twimg.com/profile_images/378800000369545763/f6971c462e8270c5072e300a5a8065db_bigger.jpeg"
614,"Salazar Solorio Rabindranath","PRD","Mayoría Relativa","Morelos","S","PROPIETARIO","RabinSalazar","","","","http://pbs.twimg.com/profile_images/2638163495/9140f3861ddc076cbfc5f6cc570b5696_bigger.jpeg"
615,"Saldaña Pérez María Lucero","PRI","Mayoría Relativa","Puebla","S","PROPIETARIO","LuceroSenadora","LuceroSenadora","","","http://pbs.twimg.com/profile_images/418815731489177600/jQSaWUFw_bigger.jpeg"
616,"Salinas Sada Ninfa Clara","PVEM","Representación Proporcional","","S","PROPIETARIO","NinfaSalinas","SalinasNinfa","","","http://pbs.twimg.com/profile_images/2201488444/NinfaSalinas_bigger.jpg"
617,"Sánchez García Gerardo","PRI","Representación Proporcional","","S","PROPIETARIO","GerardoSGCNC","Gerardo.Sanchez.CNC","GerardoSnchzG","","http://pbs.twimg.com/profile_images/1340147199/Twitter_img_bigger.jpg"
618,"Sánchez Jiménez Venancio Luis","PRD","Representación Proporcional","","S","PROPIETARIO","SenLuisSanchez","","","","http://pbs.twimg.com/profile_images/438412873253928960/otNkuuPi_bigger.jpeg"
619,"Sansores San Román Layda Elena","MC","Representación Proporcional","","S","PROPIETARIO","LaydaSansores","laydasansores","Layda2012","","http://pbs.twimg.com/profile_images/2411293597/lol0j9l9nl27l37qzafb_bigger.jpeg"
620,"Tello Cristerna Alejandro","PRI","Mayoría Relativa","Zacatecas","S","PROPIETARIO","ATelloC","TelloAlejandro","AtelloCr","","http://pbs.twimg.com/profile_images/2751196460/cb7e1891de8c6553e57b09aa0f9f78c4_bigger.jpeg"
621,"Torres Corzo Teófilo","PRI","Primera Minoría","San Luis Potosí","S","PROPIETARIO","","teofilotorrescorzo","Senador Teófilo Torres","",
622,"Torres Graciano Fernando","PAN","Mayoría Relativa","Guanajuato","S","PROPIETARIO","TorresGrac","FernandoTorresGraciano","Fernando Torres","http://fernandotorresgraciano.mx/","http://pbs.twimg.com/profile_images/447513409232183296/IccxyJHL_bigger.png"
623,"Torres Peimbert María Marcela","PAN","Mayoría Relativa","Querétaro","S","PROPIETARIO","Marce_Torres7","MarcelaTorresPeimbert1","marcelatorresp","http://www.marcelatorres.com.mx/","http://pbs.twimg.com/profile_images/432892499498004480/fH1r0iaI_bigger.jpeg"
624,"Vega Casillas Salvador","PAN","Representación Proporcional","","S","PROPIETARIO","SalvadorVegaC","salvador.vegacasillas","","","http://pbs.twimg.com/profile_images/444620038847221760/0o9PP_4S_bigger.png"
625,"Yunes Landa Héctor","PRI","Mayoría Relativa","Veracruz","S","PROPIETARIO","HectorYunes","HectorYunes","HectorYunesLanda2012","http://www.hectoryunes.mx/","http://pbs.twimg.com/profile_images/447197321634148352/-5yLXZCS_bigger.jpeg"
626,"Yunes Márquez Fernando","PAN","Primera Minoría","Veracruz","S","PROPIETARIO","FYunesMarquez","fernando.yunesmarquez.5","","http://www.fernandoyunes.com/","http://pbs.twimg.com/profile_images/425451385996328960/A29I9To__bigger.jpeg"
627,"Yunes Zorrilla José Francisco","PRI","Mayoría Relativa","Veracruz","S","PROPIETARIO","Pepe_Yunes","pepeyunes","PrensaPepeYunes","","http://pbs.twimg.com/profile_images/2768483697/85d4cb4ad5b6e29152e32749da03916e_bigger.jpeg"
628,"Zamora Jiménez Arturo","PRI","Mayoría Relativa","Jalisco","S","PROPIETARIO","arturozamora","arturozamora56","arturozamora2009","http://www.arturozamora.com/","http://pbs.twimg.com/profile_images/3686709115/b2ab8dd224cf66213c91f3ecb50c01c4_bigger.jpeg"
